timeStamp,elapsed,responseCode,success,grpThreads,allThreads,Latency
1767627949293,62,200,true,197,197,62
1767627949274,80,200,true,197,197,75
1767627949301,54,200,true,197,197,54
1767627949291,63,200,true,198,198,59
1767627949308,46,200,true,197,197,42
1767627949293,62,200,true,197,197,62
1767627949312,42,200,true,199,199,33
1767627949298,56,200,true,198,198,51
1767627949309,47,200,true,199,199,47
1767627949307,47,200,true,199,199,38
1767627949308,48,200,true,199,199,48
1767627949294,60,200,true,199,199,51
1767627949309,45,200,true,199,199,36
1767627949299,55,200,true,199,199,46
1767627949276,78,200,true,199,199,69
1767627949274,80,200,true,199,199,75
1767627949297,57,200,true,199,199,54
1767627949274,95,200,true,199,199,95
1767627949294,79,200,true,199,199,79
1767627949306,67,200,true,199,199,67
1767627949274,99,200,true,199,199,99
1767627949293,80,200,true,199,199,80
1767627949293,80,200,true,199,199,80
1767627949327,47,200,true,199,199,46
1767627949302,72,200,true,199,199,53
1767627949275,99,200,true,199,199,99
1767627949274,100,200,true,199,199,100
1767627949275,99,200,true,199,199,99
1767627949278,96,200,true,199,199,96
1767627949276,98,200,true,199,199,98
1767627949296,78,200,true,199,199,61
1767627949308,66,200,true,199,199,66
1767627949294,81,200,true,199,199,81
1767627949293,83,200,true,199,199,83
1767627949277,99,200,true,199,199,99
1767627949293,84,200,true,200,200,62
1767627949293,84,200,true,200,200,84
1767627949293,84,200,true,200,200,84
1767627949296,81,200,true,200,200,81
1767627949293,85,200,true,200,200,84
1767627949291,83,200,true,199,199,82
1767627949274,104,200,true,200,200,104
1767627949306,72,200,true,200,200,72
1767627949293,85,200,true,200,200,85
1767627949275,103,200,true,201,201,103
1767627949277,96,200,true,199,199,96
1767627949302,71,200,true,199,199,71
1767627949306,72,200,true,201,201,72
1767627949293,85,200,true,201,201,85
1767627949294,84,200,true,201,201,84
1767627949274,105,200,true,201,201,105
1767627949304,75,200,true,201,201,75
1767627949276,104,200,true,201,201,103
1767627949284,96,200,true,201,201,95
1767627949305,75,200,true,201,201,75
1767627949283,97,200,true,201,201,97
